"round","col","row","i","category","clue","answer","uid"
2,1,5,53,"Let's Get Creative","This Scottish-American Born In 1768 Helped Define The Federal Style Of Furniture","Duncan Phyfe",63
2,2,1,38,"Sports Records","Puttin' The Biscuit In The Basket, This 'Great One' Is The Nhl's Regular-Season Goals Leader With 894","Wayne Gretzky",63
2,2,2,39,"Sports Records","We'll 'Award' You $800 For Knowing This Pitcher Is Number 1 With 511 Career Wins (But Also Tops In Losses With 316)","Cy Young",63
2,2,3,40,"Sports Records","In 1961-62 This Ex-Globetrotter Averaged (Averaged!) 50.4 Points Per Game","Wilt Chamberlain",63
2,2,4,41,"Sports Records","In 1967 This Nascar 'King' Won 27 Races To Set The Single-Season Standard","Richard Petty",63
2,2,5,42,"Sports Records","In 1952 Dick Lane, Who Sported This Nickname, Set An Nfl Record With 14 Interceptions In A Season","Dick 'Night Train' Lane",63
2,3,1,54,"Military Training Bases","California's Fort Irwin, The National Training Center, Covers A Rhode Island-Sized Area In This Desert","The Mojave",63
2,3,2,55,"Military Training Bases","The Name Of This Texas Air Defense Training Base Implies That Its Soldiers Are Completely Happy","Fort Bliss",63
2,3,4,57,"Military Training Bases","Service Branch With A San Diego Recruit Depot & A Yuma Air Station","Marines",63
2,3,5,56,"Military Training Bases","This Missouri Fort Is Named For Teddy Roosevelt's Superior Officer In Cuba","Fort Leonard Wood",63
2,4,1,29,"Americana","One Of Fedex's Original 13 Falcon Jets From 1973 Is In This Smithsonian Museum; They've Gone To Bigger Aircraft","The National Air And Space Museum",63
2,4,2,30,"Americana","Open Since 1900, It's Been Overshadowed By Newer Versions For Baseball, Rock & Roll, Cowboys, EtC.","Halls Of Fame",63
2,4,3,31,"Americana","The Hotel That Chester Nimitz' Grandfather Founded In Texas Is In The Shape Of One Of These","A Steamboat",63
2,4,4,37,"Americana","Fred Hervey Bought The Kay's Food Store Chain & Expanded It Under This Geometrical Name","Circle K",63
2,4,5,45,"Americana","Had The Photo Seen Here Been Taken In The 1920s, These Four Additional Letters Would've Appeared At The Right","L, A, N And D",63
2,5,1,43,"Spell-Bound For Broadway","This Dairyman Ponders What It Would Be Like 'If I Were A Rich Man'","T-E-V-Y-E",63
2,5,2,44,"Spell-Bound For Broadway","Martin Dysart Psychoanalyzes A Boy Who's Been Re-Creating The Centaur Myth In This Drama","E-Q-U-U-S",63
2,5,3,46,"Spell-Bound For Broadway","This Inspector Relentlessly Pursues Le Miserable Jean Valjean","J-A-V-E-R-T",63
2,5,4,47,"Spell-Bound For Broadway","This 'Beauty And The Beast' Character Is An Enchanted Candlestick Played By Peter Flynn","L-U-M-I-E-R-E",63
2,5,5,48,"Spell-Bound For Broadway","Don Quixote, The 'Man Of La Mancha', Worships Her As 'Dulcinea'","A-L-D-O-N-Z-A",63
2,6,1,32,"'Sum' It Up","'My Oberon! What Visions Have I Seen! Methought I Was Enamoured Of An Ass' Can Be Heard In This Play","A Midsummer Night's Dream",63
2,6,2,33,"'Sum' It Up","Bust Out Your Latin To Translate 'I Think, Therefore I Am'","Cogito Ergo Sum",63
2,6,3,34,"'Sum' It Up","In Diploma-Speak, It's The Highest Of 3 Special Honors For Grades Above Average","Summa Cum Laude",63
2,6,4,35,"'Sum' It Up","A Common Mineral Used To Make Plaster Of Paris","Gypsum",63
2,6,5,36,"'Sum' It Up","A Shrub Or Small Tree In The Cashew Family Having Milky Sap","Sumac",63
3,1,1,58,"The 18th Century","In 1790 The Hms Pandora Sailed Thousands Of Miles Specifically To Bring Back This Man, But Failed","Fletcher Christian",63
1,1,1,3,"Ben Franklin","The Knicknacks Seen Here Were Part Of The Benmania Resulting From His Arrival In This City [Audio]","Paris",64
1,1,2,8,"Ben Franklin","'A House Without A Woman And Firelight Is Like A Body Without Soul Or Sprite' Is From This Ben Franklin Annual","Poor Richard's Almanack",64
1,1,3,9,"Ben Franklin","This Job Ben Got In 1753 Helped His Business, As Described Here","Postmaster",64
1,1,4,10,"Ben Franklin","Among Franklin's Science And Astronomy Instruments Is An Orrery, An Early Model Of This System","The Solar System",64
1,1,5,11,"Ben Franklin","Shown Here, A Musical Instrument Ben Invented Is Called The 'Glass' One Of These","Harmonica",64
1,2,1,16,"Nfl Team Players","Tom MIX,Will Rogers &Gene Autry","The Cowboys",64
1,2,2,17,"Nfl Team Players","Murphy,Encyclopedia Orjackie","The Browns",64
1,2,3,18,"Nfl Team Players","Crous, Reha, Phoebe, Oceanus & Hyperion Among Others","The Titans",64
1,2,4,19,"Nfl Team Players","By His Nickname The Late Andre Roussimoff","The Giants",64
1,2,5,20,"Nfl Team Players","Germany's Joseph Ratzinger,The Usa's Roger Mahony","A Cardinal",64
1,3,1,21,"Shape Up","It's The Descriptive Shape Of An Egg Timer & A Curvaceous Woman","Hourglass",64
1,3,2,22,"Shape Up","It's A Musical Instrument, Or A Shape Whose Interior Angles Add Up To 180 Degrees","A Triangle",64
1,3,3,23,"Shape Up","This Shape Found In A Deck Of Cards Could Also Be Called A Lozenge","A Diamond",64
1,3,4,24,"Shape Up","Shapely Two-Word Location Of The People Seen Here, May 5th, 1973","The Winner's Circle",64
1,3,5,25,"Shape Up","(Cheryl Of The Clue Crew Stands By A Blackboard Showing Connected HexagonS.) The Conjecture That Hexagons Use The Least Total Perimeter To Cover A Surface Is Named For This Animal Structure","A Honeycomb",64
1,4,1,1,"3rd Graders Know This Stuff","Zero Divided By 6 Yields This Quotient","Zero",64
1,4,2,2,"3rd Graders Know This Stuff","Of I'M, They've, You're Or Won't, The Contraction That Lost The Most Letters","Won't",64
1,4,3,4,"3rd Graders Know This Stuff","The Predicate Of A Sentence Tells What This Part Is Or Does","The Subject",64
1,4,4,5,"3rd Graders Know This Stuff","The Size Of This Body Part Changes, Depending On The Light","The Pupil",64
1,4,5,6,"3rd Graders Know This Stuff","The 15th, 17th, 19th, 23rd, 24th & 26th Ones Of These Are Specifically Concerned With Voting","Constitutional Amendments",64
1,5,1,7,"Stuck In The Middle","'Dial Down The Middle' Is This Vegetative Comedian's Mantra For Making Collect Calls","Carrot Top",64
1,5,2,12,"Stuck In The Middle","It's The Color Of The Middle Stripe On The U.S. Flag","Red",64
1,5,3,13,"Stuck In The Middle","Better-Known Middle Name Of Media Mogul Keith Murdoch","Rupert",64
1,5,4,14,"Stuck In The Middle","The Oval Window Is A Membranous Opening Between The Middle & The Inner Parts Of This","The Ear",64
1,5,5,15,"Stuck In The Middle","Linus Pauling Discovered There's A Middle Ground Between The Distinct Ionic & Covalent Types Of These","Chemical Bonds",64
1,6,1,26,"With 'U'","A Popular Revolt, Like The One In Hungary In 1956","An Uprising",64
1,6,2,27,"With 'U'","It's A Musical Term For 2 Performers Singing The Same Part At Once","Unison",64
1,6,3,28,"With 'U'","In 1997 This Country Was The World's Largest Tea Importer At 150,538 Tons","United Kingdom",64
1,6,4,29,"With 'U'","Adjective For An Oily Substance Or An Insincere, Affected Person","Unctuous",64
1,6,5,30,"With 'U'","With A Population Of More Than 47 Million, Its Flag Is Seen Here","The Ukraine",64
2,1,1,51,"Historical Quotes","In A November 3, 1969 Speech, He Used The Phrase 'The Great Silent Majority'","Richard Nixon",64
2,1,2,55,"Historical Quotes","In A 1914 Speech At Guildhall, Churchill Said, 'The Maxim Of The British People Is' This 'As Usual'","Business",64
2,1,3,54,"Historical Quotes","On September 12, 1864, This General Wrote The Mayor Of Atlanta, 'War Is Cruelty, And You Cannot Refine It'","(William Tecumseh) Sherman",64
2,1,4,53,"Historical Quotes","W.E.B. Du Bois Wrote, 'The Problem Of The Twentieth Century Is The Problem Of' This 'Line'","The Color",64
2,1,5,52,"Historical Quotes","On March 22, 1820, 5 Years After Saying, 'Our Country, Right Or Wrong', He Was Killed By A Fellow Naval Officer","Stephen Decatur",64
2,2,1,56,"Economics","Adam Smith Thought These Were Conspiracies Against The Consumer, But Don't Tell That To Parker Brothers","Monopolies",64
2,2,2,57,"Economics","In Economics, It's The Actual Using Of A Good Or Service; In Medicine, It's Tuberculosis","Consumption",64
2,2,3,58,"Economics","On A Specified Day Of Its Financial Year, A Firm Issues This 'Sheet' Of Its Assets & Liabilities","Balance Sheet",64
2,2,4,59,"Economics","Articles Of Trade Like Coffee Or Wheat Are Termed These On Exchange Listings","Commodities",64
2,2,5,60,"Economics","The Laffer, The Phillips & The Lorenz Are Examples Of These Lines Used By Economists","Curves",64
2,3,1,46,"Extreme Takeover","1521: With Help From Smallpox, Cortez & A Few Hundred Men Crush This Empire Of 30 Million","The Aztec",64
2,3,2,47,"Extreme Takeover","1975: Beginning An Infamous & Murderous 4-Year Period Of Rule, This Group Takes Power In Cambodia","The Khmer Rouge",64
2,3,3,48,"Extreme Takeover","1206-1227: Under This Man, The Mongols Kill Millions Seizing An Empire From The Black Sea To The Pacific","Genghis Khan",64
2,3,4,49,"Extreme Takeover","The 580s B.C.: These People Capture, Loot & Destroy Jerusalem, Taking Thousands Of Jews As Captives","The Babylonians",64
2,3,5,50,"Extreme Takeover","1204: Supposedly On Their Way To Jerusalem, Crusader Knights Sack This Richest Christian City","Constantinople",64
2,4,1,41,"Colleges & Universities","This School's Bruins Play Their Home Football Games At The Rose Bowl","Ucla",64
2,4,2,42,"Colleges & Universities","(Hi, I'M Joshua Malina Of The West WinG.) My Fellow Graduates Of This Ivy League School Include Jodie Foster & Jennifer Beals","Yale",64
2,4,3,43,"Colleges & Universities","For The Last 16 Years, Its School Of Engineering Grad Program Has Been Ranked Number 1 By U.S. News & World Report","M.I.T.",64
2,4,4,44,"Colleges & Universities","Women Weren't Admitted To This School, Vmi For Short, Until 1997","Virginia Military Institute",64
2,4,5,45,"Colleges & Universities","Reportedly Acting Upon God's Command, He Founded A University In Tulsa, Oklahoma In 1963","Oral Roberts",64
2,5,1,31,"Plays By Character","Anne,Helen,Captain Keller","The Miracle Worker",64
2,5,2,32,"Plays By Character","Joseph II,Salieri,Mozart","Amadeus",64
2,5,3,33,"Plays By Character","Gremio,Petruchio,Katharina","The Taming Of The Shrew",64
2,5,4,34,"Plays By Character","Prologus,Senex,Pseudolus","A Funny Thing Happened On The Way To The Forum",64
2,5,5,35,"Plays By Character","Vladimir,Estragon,Lucky,Pozzo","Waiting For Godot",64
2,6,1,36,"10-Letter Words","These Flat, Narrow Noodles Are Popularly Served 'Alfredo'","Fettuccini",64
2,6,2,37,"10-Letter Words","Discovered In 1928, It Was The First Successful Antibiotic","Penicillin",64
2,6,3,38,"10-Letter Words","Entranced, Or A 1945 Hitchcock Film","Spellbound",64
2,6,4,39,"10-Letter Words","It's A Word Or Phrase That Reads The Same Backward Or Forward","Palindrome",64
2,6,5,40,"10-Letter Words","From The Latin For 'Delay', It's An Authorized Delay Of Payment Or Of A Specified Activity","Moratorium",64
3,1,1,61,"Vocabulary","This Adjective For Scholars & 'Jeopardy!' Champs Is From The Latin Ex, 'Out Or Away' & Rudis, 'Rudeness'","Erudite",64
1,1,1,26,"Nepalese History","A King Described Nepal As 'A Yam Between Two Boulders'; One Is India, This Is The Other","China",65
1,1,2,27,"Nepalese History","The Golden Age Of Licchavi Rule Was Followed By 300 Years Of These Ages, Also A Term Used Of Medieval Europe","The Dark Ages",65
1,1,3,28,"Nepalese History","Promulgated In 1990, The Nepali Constitution Is The Only One In The World That Makes This The State Religion","Hinduism",65
1,1,4,30,"Nepalese History","Because This Was Dipendra's Title When He Killed His Father In 2001, He Was Briefly King Before Dying Of His Own Wounds","Crown Prince",65
1,1,5,29,"Nepalese History","This Name Of The Dynasty That Has Ruled Nepal Since 1769 Is Also The Persian Word For 'King'","Shah",65
1,2,1,6,"Song Birds","Steve Miller Had A NO. 2 Hit With This 1977 Song","'Fly Like An Eagle'",65
1,2,2,7,"Song Birds","This Songs Begins 'He Rocks In The Tree Tops All Day Long, Hoppin' And A-Boppin' And Singing His Song'","'Rockin' Robin'",65
1,2,3,8,"Song Birds","This Bird Is Mentioned In The Lyrics Of Both 'Over The Rainbow' & 'Zip-A-Dee-Doo-Dah'","Bluebird",65
1,2,4,9,"Song Birds","Anne Murray Asked It To 'Take ME... To That Land Of Gentle Breezes Where The Peaceful Waters Flow'","Snowbird",65
1,2,5,10,"Song Birds","Like Shelley, Johnny Mercer & Hoagy Carmichael Wrote An Ode To This Title Bird","Skylark",65
1,3,1,11,"On The Go","In September 1984 Joe W. Kittinger Became The First To Solo Across The Atlantic In One Of These","A Hot Air Balloon",65
1,3,2,12,"On The Go","In 1936 This Company's DC-3 Became The First Successful Commercial Airliner; Some Are Still In Service","Douglas",65
1,3,3,13,"On The Go","Scows & Lighters Are Types Of These Flat-Bottomed Boats Used In Harbors","Barges",65
1,3,4,14,"On The Go","Old Locomotives Had This Pointed Grill In Front Of The Engine To Remove Obstacles From The Tracks","Cowcatchers",65
1,3,5,15,"On The Go","In 1775 Daniel Boone & 30 Expert Woodsmen Marked This 200-Mile Trail From Virginia To Kentucky","Wilderness Road",65
1,4,1,1,"The Planets","At 3,031 Miles In Diameter, This Planet Is The Second Smallest In Our Solar System","Mercury",65
1,4,2,2,"The Planets","In The Time It Takes This Planet To Orbit The Sun Once, You'D Get Over 90,000 Deliveries Of Your Daily Paper","Pluto",65
1,4,3,3,"The Planets","The Name Of Antares, A Red Giant Star, Means 'The Rival Of' This Planet","Mars",65
1,4,4,4,"The Planets","The Usa's Mariner 2 Was Sent To Check Out This Nearby Planet","Venus",65
1,4,5,5,"The Planets","Voyager II Flew By This Planet January 24, 1986, 205 Years After Its Discovery","Uranus",65
1,5,1,16,"10-Hut!","If An Area Has A Yearly Average Of Less Than 10 Inches Of Precipitation, It's Classified As This","A Desert",65
1,5,2,17,"10-Hut!","The Stations On The Route Of This Old West Mail Service Were Set Up About 10 Miles Apart","The Pony Express",65
1,5,3,18,"10-Hut!","In 1978 The Wildcats & The Sun Devils From This State Bumped The Pac-8 Up To The Pac-10","Arizona",65
1,5,4,19,"10-Hut!","The National Labor Relations Act Says Health Care Workers Have To Give 10 Days' Notice Before They Do This","Strike",65
1,5,5,20,"10-Hut!","According To The Title Of An Alistair Maclean Novel, It's Where 'Force 10' Was 'From'","Navarone",65
1,6,1,21,"At 'Ease'","What Monet Used To Hold Up This Work While He Painted It","An Easel",65
1,6,2,22,"At 'Ease'","A Military Agreement To Stop Fighting For A Limited Time","Ceasefire",65
1,6,3,23,"At 'Ease'","The Otter Is An Aquatic Member Of This Animal Family","Weasel",65
1,6,4,24,"At 'Ease'","The Political Strategy Of Pacifying A Hostile Nation In The Hope Of Avoiding War","Appeasement",65
1,6,5,25,"At 'Ease'","Waxy, Colored Makeup Used By Actors","Greasepaint",65
2,1,1,32,"Andrew Jackson","(Jimmy Of The Clue Crew Reports From Inside The Hermitage In Tennessee, A Gold Sword In His HandS.) Jackson Received This Sword In Honor Of This 1815 Victory That Made Him A National Hero","The Battle Of New Orleans",65
2,1,2,33,"Andrew Jackson","The Earliest Known Letter Written By Jackson Is, Naturally, A Challenge To This","A Duel",65
2,1,3,34,"Andrew Jackson","(Cheryl Of The Clue Crew Reports From Inside The Hermitage In Tennessee Holding A PendanT.) Jackson Was Never Without His Miniature Of This Woman, Who Died Just Before He Became President","Rachel Robards",65
2,1,4,35,"Andrew Jackson","In 1833 Harvard Gave Jackson An Honorary Degree While This Alumnus & Presidential Opponent Fumed","John Quincy Adams",65
2,1,5,36,"Andrew Jackson","The Main Issue Of The 1832 Campaign Was Jackson's Opposition To This Type Of Institution","The Bank Of The United States",65
2,2,1,46,"Groups","'Affair' Is Common To Sly Stone & Brian Keith","Family Affair",65
2,2,2,47,"Groups","England's One 'Of The Garter' Is 'Most Noble'","Order",65
2,2,3,48,"Groups","Before 'Dawson's Creek' Michelle Williams Played The Young Part-Alien, Part-Human Sil In This Film","Species",65
2,2,4,49,"Groups","This Queen Latifah-Catherine Zeta-Jones Number Was Cut From 'Chicago' But Made It Onto The Soundtrack","'Class'",65
2,2,5,50,"Groups","In A 2000 Tv Miniseries Kimberly Williams Found Herself In 'The 10th' This","Kingdom",65
2,3,1,56,"The Wild West Indies","In Daniel Defoe's 'General History Of' These West Indies Operators, Blackbeard Carries 12 Pistols & Has 14 Wives","Pirates",65
2,3,2,57,"The Wild West Indies","In The 1790s France Recaptured Guadeloupe & Introduced This Bloody Device There","Guillotine",65
2,3,3,58,"The Wild West Indies","In 1868 Carlos De Cespedes, Heading A 147-Man Army, Proclaimed This Island Free Of Spain--Didn't Work","Cuba",65
2,3,4,59,"The Wild West Indies","The Wealth Provided By This Crop Led Britain & France To 4 Decades Of War In The 18th Century Caribbean","Sugar",65
